"","X","Authors","metric","subgroup","group","group_general","tissue","CN","EN","yi","vi","stats","Protocol","genotype_intervention","hormonal_intervention","colitis_intervention","dietary_intervention","control"
"2484",2484,"Tam et al. 2020","Faith's PD","Control","control","control","cecal",10,10,-0.030135705,0.003500876,"lnRR","Tam","no","no","no","no","control"
"2485",2485,"Tam et al. 2020","Faith's PD","Smoke exposed","smoke-exposed","smoke-exposed","cecal",10,10,0.02837031,0.000793924,"lnRR","Tam","no","no","no","no","treatment"
"2486",2486,"Tam et al. 2020","Faith's PD","ovariectomy","hormonal intervention (neutered female)","hormonal intervention","cecal",NA,10,NA,NA,"lnRR","Tam","no","yes","no","no","treatment"
"2487",2487,"Tashiro et al. 2020","Faith's PD","Cellulose","dietary intervention (dietary fiber)","dietary intervention","fecal",8,8,-0.079772853,0.000456383,"lnRR","Tashiro","no","no","no","yes","treatment"
"2488",2488,"Tashiro et al. 2020","Faith's PD","Control","control","control","fecal",8,8,-0.098962173,0.001869288,"lnRR","Tashiro","no","no","no","no","control"
"2489",2489,"Tashiro et al. 2020","Faith's PD","Fiberfree","dietary intervention (dietary fiber)","dietary intervention","fecal",8,8,-0.02574987,0.000616998,"lnRR","Tashiro","no","no","no","yes","treatment"
"2490",2490,"Tashiro et al. 2020","Faith's PD","Pectin","dietary intervention (dietary fiber)","dietary intervention","fecal",8,8,0.380538841,0.010181142,"lnRR","Tashiro","no","no","no","yes","treatment"
"2491",2491,"Velasco et al. 2021","Faith's PD","C57BL/6J","control","control","fecal",4,4,-0.031509167,0.003434322,"lnRR","Velasco","no","no","no","no","control"
"2492",2492,"Velasco et al. 2021","Faith's PD","MRL/MpJ","genotype (primed tissue regeneration abilities)","genotype","fecal",4,4,-0.081940011,0.002494736,"lnRR","Velasco","yes","no","no","no","treatment"
"2493",2493,"Weng et al. 2019","Faith's PD","APOE2_APP transgene +","genotype (neuroprotective against Alzheimer), AD transgenic ","genotype, AD transgenic ","fecal",6,11,-0.055523872,0.001529233,"lnRR","Weng","yes","no","no","no","treatment"
"2494",2494,"Weng et al. 2019","Faith's PD","APOE2_APP transgene -","genotype (neuroprotective against Alzheimer)","genotype","fecal",16,18,0.041963175,0.003024118,"lnRR","Weng","yes","no","no","no","treatment"
"2495",2495,"Weng et al. 2019","Faith's PD","APOE3_APP transgene +","genotype (neutral), AD transgenic ","genotype, AD transgenic ","fecal",13,21,-0.098151381,0.00216827,"lnRR","Weng","yes","no","no","no","treatment"
"2496",2496,"Weng et al. 2019","Faith's PD","APOE3_APP transgene -","genotype (neutral)","genotype","fecal",20,15,NA,NA,"lnRR","Weng","yes","no","no","no","treatment"
"2497",2497,"Weng et al. 2019","Faith's PD","APOE4_APP transgene +","genotype (prime Alzheimer), AD transgenic ","genotype, AD transgenic ","fecal",19,24,-0.055488783,0.003517063,"lnRR","Weng","yes","no","no","no","treatment"
"2498",2498,"Weng et al. 2019","Faith's PD","APOE4_APP transgene -","genotype (prime Alzheimer)","genotype","fecal",32,24,-0.05650834,0.002238564,"lnRR","Weng","yes","no","no","no","treatment"
"2499",2499,"Wolfe et al. 2020","Faith's PD","Smad3-/-_CRC_SFB+_cecal","genotype (deficient immunity), colitis and inflammatory intervention, microbe intervention","genotype, colitis and inflammatory intervention, microbe intervention","cecal",1,7,NA,NA,"lnRR","Wolfe","yes","no","yes","no","treatment"
"2500",2500,"Wolfe et al. 2020","Faith's PD","Smad3-/-_CRC_SFB+_fecal","genotype (deficient immunity), colitis and inflammatory intervention, microbe intervention","genotype, colitis and inflammatory intervention, microbe intervention","fecal",10,68,-0.089969702,0.00224998,"lnRR","Wolfe","yes","no","yes","no","treatment"
"2501",2501,"Wolfe et al. 2020","Faith's PD","Smad3-/-_CRC_SFB-_cecal","genotype (deficient immunity), colitis and inflammatory intervention","genotype, colitis and inflammatory intervention","cecal",2,7,-0.182308079,0.007356178,"lnRR","Wolfe","yes","no","yes","no","treatment"
"2502",2502,"Wolfe et al. 2020","Faith's PD","Smad3-/-_CRC_SFB-_fecal","genotype (deficient immunity), colitis and inflammatory intervention","genotype, colitis and inflammatory intervention","fecal",34,83,-0.151695349,0.001493393,"lnRR","Wolfe","yes","no","yes","no","treatment"
"2503",2503,"Wolfe et al. 2020","Faith's PD","Smad3-/-_healthy_SFB+_cecal","genotype (deficient immunity), microbe intervention","genotype, microbe intervention","cecal",15,5,0.097805124,0.004322217,"lnRR","Wolfe","yes","no","no","no","treatment"
"2504",2504,"Wolfe et al. 2020","Faith's PD","Smad3-/-_healthy_SFB+_fecal","genotype (deficient immunity), microbe intervention","genotype, microbe intervention","fecal",156,49,-0.009349013,0.000750721,"lnRR","Wolfe","yes","no","no","no","treatment"
"2505",2505,"Wolfe et al. 2020","Faith's PD","Smad3-/-_healthy_SFB-_cecal","genotype (deficient immunity)","genotype","cecal",15,10,0.06337908,0.010564576,"lnRR","Wolfe","yes","no","no","no","treatment"
"2506",2506,"Wolfe et al. 2020","Faith's PD","Smad3-/-_healthy_SFB-_fecal","genotype (deficient immunity)","genotype","fecal",158,135,-0.156264352,0.001114278,"lnRR","Wolfe","yes","no","no","no","treatment"
"2507",2507,"Zajac et al. 2022","Faith's PD","APOE2/E2_cecal","genotype (neuroprotective against Alzheimer)","genotype","cecal",5,6,0.078860362,0.004247558,"lnRR","Zajac","yes","no","no","no","treatment"
"2508",2508,"Zajac et al. 2022","Faith's PD","APOE2/E2_fecal","genotype (neuroprotective against Alzheimer)","genotype","fecal",15,21,-0.015400432,0.002050522,"lnRR","Zajac","yes","no","no","no","treatment"
"2509",2509,"Zajac et al. 2022","Faith's PD","APOE2/E2_small bowel","genotype (neuroprotective against Alzheimer)","genotype","small bowel",2,3,-0.570513355,0.007857338,"lnRR","Zajac","yes","no","no","no","treatment"
"2510",2510,"Zajac et al. 2022","Faith's PD","APOE2/E3_cecal","genotype (neuroprotective against Alzheimer to neutral)","genotype","cecal",7,10,-0.035811614,0.000778997,"lnRR","Zajac","yes","no","no","no","treatment"
"2511",2511,"Zajac et al. 2022","Faith's PD","APOE2/E3_fecal","genotype (neuroprotective against Alzheimer to neutral)","genotype","fecal",21,36,-0.047197409,0.000671379,"lnRR","Zajac","yes","no","no","no","treatment"
"2512",2512,"Zajac et al. 2022","Faith's PD","APOE2/E3_small bowel","genotype (neuroprotective against Alzheimer to neutral)","genotype","small bowel",1,NA,NA,NA,"lnRR","Zajac","yes","no","no","no","treatment"
"2513",2513,"Zajac et al. 2022","Faith's PD","APOE2_fecal","genotype (neuroprotective against Alzheimer)","genotype","fecal",8,7,-0.041643849,0.001101739,"lnRR","Zajac","yes","no","no","no","treatment"
"2514",2514,"Zajac et al. 2022","Faith's PD","APOE3/E3_cecal","genotype (neutral)","genotype","cecal",13,5,-0.012672837,0.002691015,"lnRR","Zajac","yes","no","no","no","treatment"
"2515",2515,"Zajac et al. 2022","Faith's PD","APOE3/E3_fecal","genotype (neutral)","genotype","fecal",41,15,-0.029774295,0.002758751,"lnRR","Zajac","yes","no","no","no","treatment"
"2516",2516,"Zajac et al. 2022","Faith's PD","APOE3/E3_small bowel","genotype (neutral)","genotype","small bowel",4,2,0.037599167,0.007787406,"lnRR","Zajac","yes","no","no","no","treatment"
"2517",2517,"Zajac et al. 2022","Faith's PD","APOE3/E4_cecal","genotype (neutral to prime Alzheimer)","genotype","cecal",10,8,0.142287026,0.001626118,"lnRR","Zajac","yes","no","no","no","treatment"
"2518",2518,"Zajac et al. 2022","Faith's PD","APOE3/E4_fecal","genotype (neutral to prime Alzheimer)","genotype","fecal",32,23,-0.023897273,0.000904216,"lnRR","Zajac","yes","no","no","no","treatment"
"2519",2519,"Zajac et al. 2022","Faith's PD","APOE3/E4_small bowel","genotype (neutral to prime Alzheimer)","genotype","small bowel",NA,1,NA,NA,"lnRR","Zajac","yes","no","no","no","treatment"
"2520",2520,"Zajac et al. 2022","Faith's PD","APOE3_fecal","genotype (neutral)","genotype","fecal",6,7,0.051742038,0.0022482,"lnRR","Zajac","yes","no","no","no","treatment"
"2521",2521,"Zajac et al. 2022","Faith's PD","APOE4/E4_cecal","genotype (prime Alzheimer)","genotype","cecal",5,4,-0.092115525,0.001936549,"lnRR","Zajac","yes","no","no","no","treatment"
"2522",2522,"Zajac et al. 2022","Faith's PD","APOE4/E4_fecal","genotype (prime Alzheimer)","genotype","fecal",15,19,-0.046524214,0.003808,"lnRR","Zajac","yes","no","no","no","treatment"
"2523",2523,"Zajac et al. 2022","Faith's PD","APOE4/E4_small bowel","genotype (prime Alzheimer)","genotype","small bowel",3,3,-0.076146155,0.007455015,"lnRR","Zajac","yes","no","no","no","treatment"
"2524",2524,"Zajac et al. 2022","Faith's PD","APOE4_fecal","genotype (prime Alzheimer)","genotype","fecal",7,7,-0.072385982,0.002866909,"lnRR","Zajac","yes","no","no","no","treatment"
"2525",2525,"Zou et al. 2021","Faith's PD","Control","control","control","fecal",4,4,0.097000887,0.002675126,"lnRR","Zou","no","no","no","no","control"
"2526",2526,"Zou et al. 2021","Faith's PD","Glrx1 KO + High fat chow","genotype (pro-inflammation), dietary intervention","genotype, dietary intervention","fecal",4,4,0.00177818,0.002883164,"lnRR","Zou","yes","no","no","yes","treatment"
"2527",2527,"Zou et al. 2021","Faith's PD","Glrx1 KO + Standard chow","genotype (pro-inflammation), dietary intervention","genotype, dietary intervention","fecal",2,3,-0.014015903,0.001894111,"lnRR","Zou","yes","no","no","yes","treatment"
"2528",2528,"Zou et al. 2021","Faith's PD","High fat chow","dietary intervention","dietary intervention","fecal",5,5,-0.117548691,0.003047698,"lnRR","Zou","no","no","no","yes","treatment"
"2529",2529,"Cheema & Pluznick 2019","Shannon","Ang II infusion","increased blood pressure (cardiovascular disease model)","drug treatment","fecal",3,3,0.063496788,0.006296537,"lnRR","Cheema","no","no","no","no","treatment"
"2530",2530,"Cheema & Pluznick 2019","Shannon","Control","control","control","fecal",3,3,-0.025287841,0.032305575,"lnRR","Cheema","no","no","no","no","control"
"2531",2531,"Ellis et al. 2021","Shannon","13C11MK4","dietary intervention","dietary intervention","cecal",7,7,0.114672508,0.000810589,"lnRR","Ellis","no","no","no","yes","treatment"
"2532",2532,"Ellis et al. 2021","Shannon","2H7MK7","dietary intervention","dietary intervention","cecal",7,7,0.087886374,0.000505024,"lnRR","Ellis","no","no","no","yes","treatment"
"2533",2533,"Ellis et al. 2021","Shannon","2H7MK9","dietary intervention","dietary intervention","cecal",7,7,0.06017902,0.000443891,"lnRR","Ellis","no","no","no","yes","treatment"
"2534",2534,"Ellis et al. 2021","Shannon","2H7PK","dietary intervention","dietary intervention","cecal",7,7,0.092174254,0.001093852,"lnRR","Ellis","no","no","no","yes","treatment"
"2535",2535,"Ellis et al. 2021","Shannon","Combo","dietary intervention","dietary intervention","cecal",10,9,0.026974905,0.000325524,"lnRR","Ellis","no","no","no","yes","treatment"
"2536",2536,"Ellis et al. 2021","Shannon","Control (unlabeled PK)","control","control","cecal",7,7,0.094990598,0.001025893,"lnRR","Ellis","no","no","no","no","control"
"2537",2537,"Ellis et al. 2021","Shannon","MK4","dietary intervention","dietary intervention","cecal",10,10,0.041355835,0.000263217,"lnRR","Ellis","no","no","no","yes","treatment"
"2538",2538,"Ellis et al. 2021","Shannon","MK9","dietary intervention","dietary intervention","cecal",9,9,0.027920449,0.000295856,"lnRR","Ellis","no","no","no","yes","treatment"
"2539",2539,"Ellis et al. 2021","Shannon","PK","dietary intervention","dietary intervention","cecal",10,9,0.065192513,0.000364905,"lnRR","Ellis","no","no","no","yes","treatment"
"2540",2540,"Ellis et al. 2021","Shannon","VKdef","dietary intervention","dietary intervention","cecal",8,9,0.006495072,0.000235432,"lnRR","Ellis","no","no","no","yes","treatment"
"2541",2541,"Gubert et al. 2022","Shannon","R6/1_Enviromental enrichment ","genotype, environmental intervention","genotype, environmental intervention","fecal",8,7,0.090827565,0.005166687,"lnRR","Gubert","yes","no","no","no","treatment"
"2542",2542,"Gubert et al. 2022","Shannon","R6/1_Exercise","genotype, exercise","genotype, exercise","fecal",8,8,-0.129405843,0.004125278,"lnRR","Gubert","yes","no","no","no","treatment"
"2543",2543,"Gubert et al. 2022","Shannon","R6/1_control","genotype","genotype","fecal",8,8,-0.057969401,0.006280508,"lnRR","Gubert","yes","no","no","no","treatment"
"2544",2544,"Gubert et al. 2022","Shannon","WT_Enviromental enrichment ","environmental intervention","environmental intervention","fecal",8,8,0.03216919,0.007534638,"lnRR","Gubert","no","no","no","no","treatment"
"2545",2545,"Gubert et al. 2022","Shannon","WT_Exercise","exercise","exercise","fecal",8,8,0.092064765,0.003497262,"lnRR","Gubert","no","no","no","no","treatment"
"2546",2546,"Gubert et al. 2022","Shannon","WT_control","control","control","fecal",8,8,0.094772827,0.01137579,"lnRR","Gubert","no","no","no","no","control"
"2547",2547,"Ibrahim et al. 2019","Shannon","AOM/DSS","colitis and inflammatory intervention","colitis and inflammatory intervention","fecal",7,3,0.001630935,0.006015841,"lnRR","Ibrahim","no","no","yes","no","treatment"
"2548",2548,"Ibrahim et al. 2019","Shannon","AOM/DSS-ERbKOVil","colitis and inflammatory intervention, genotype, hormonal intervention","colitis and inflammatory intervention, genotype, hormonal intervention","fecal",7,6,-0.107794635,0.001665327,"lnRR","Ibrahim","yes","yes","yes","no","treatment"
"2549",2549,"Ibrahim et al. 2019","Shannon","Control","control","control","fecal",4,4,0.040461795,0.00484568,"lnRR","Ibrahim","no","no","no","no","control"
"2550",2550,"Ibrahim et al. 2019","Shannon","Control-ERbKOVil","genotype, hormonal intervention","genotype, hormonal intervention","fecal",4,4,-0.096139212,0.001802981,"lnRR","Ibrahim","yes","yes","no","no","treatment"
"2551",2551,"Kozik et al. 2019","Shannon","Colitis-cecal","colitis and inflammatory intervention","colitis and inflammatory intervention","cecal",7,7,-0.0436581,0.002817923,"lnRR","Kozik","no","no","yes","no","treatment"
"2552",2552,"Kozik et al. 2019","Shannon","Colitis-colonMucus","colitis and inflammatory intervention","colitis and inflammatory intervention","colon mucus",5,4,-0.030100453,0.009655531,"lnRR","Kozik","no","no","yes","no","treatment"
"2553",2553,"Kozik et al. 2019","Shannon","Colitis-colonMucus_T0","colitis and inflammatory intervention","colitis and inflammatory intervention","colon mucus",1,NA,NA,NA,"lnRR","Kozik","no","no","yes","no","treatment"
"2554",2554,"Kozik et al. 2019","Shannon","Colitis-fecal","colitis and inflammatory intervention","colitis and inflammatory intervention","fecal",5,7,0.014578335,0.00899106,"lnRR","Kozik","no","no","yes","no","treatment"
"2555",2555,"Kozik et al. 2019","Shannon","Colitis-fecal_T0","colitis and inflammatory intervention","colitis and inflammatory intervention","fecal",7,7,-0.057255869,0.010388395,"lnRR","Kozik","no","no","yes","no","treatment"
"2556",2556,"Kozik et al. 2019","Shannon","Control-cecal","control","control","cecal",2,3,-0.028303896,0.001647374,"lnRR","Kozik","no","no","no","no","control"
"2557",2557,"Kozik et al. 2019","Shannon","Control-colonMucus","control","control","colon mucus",NA,3,NA,NA,"lnRR","Kozik","no","no","no","no","control"
"2558",2558,"Kozik et al. 2019","Shannon","Control-fecal","control","control","fecal",2,3,-0.099820796,0.043611229,"lnRR","Kozik","no","no","no","no","control"
"2559",2559,"Kozik et al. 2019","Shannon","Control-fecal_T0","control","control","fecal",2,3,-0.04775395,0.005809197,"lnRR","Kozik","no","no","no","no","control"
"2560",2560,"Li et al. 2020","Shannon","Chow diet + STZ injection+ Distilled water ","dietary intervention, induced type 1 diabetes","dietary intervention, drug treatment","",5,1,NA,NA,"lnRR","Li","no","no","no","yes","treatment"
"2561",2561,"Li et al. 2020","Shannon","HFD+ STZ injection + DNJ","dietary intervention (mixed), induced type 1 diabetes","dietary intervention, drug treatment","",1,9,NA,NA,"lnRR","Li","no","no","no","yes","treatment"
"2562",2562,"Li et al. 2020","Shannon","HFD+ STZ injection+ Distilled water","dietary intervention (High-fat), induced type 1 diabetes","dietary intervention, drug treatment","",NA,3,NA,NA,"lnRR","Li","no","no","no","yes","treatment"
"2563",2563,"Lindheim et al. 2018","Shannon","PRJNA445979","mixed","mixed","fecal",76,93,-0.048956502,0.00117997,"lnRR","Lindheim","no","no","no","no","treatment"
"2564",2564,"Lyte et al. 2022","Shannon","beef-chow","dietary intervention","dietary intervention","fecal",18,19,-0.030394452,0.001382076,"lnRR","Lyte","no","no","no","yes","treatment"
"2565",2565,"Lyte et al. 2022","Shannon","beef-chow-stress","dietary intervention, enviromental intervention","dietary intervention, enviromental intervention","fecal",18,20,-0.020192834,0.000768414,"lnRR","Lyte","no","no","no","yes","treatment"
"2566",2566,"Lyte et al. 2022","Shannon","chow-control","control","control","fecal",20,19,0.099436713,0.00133264,"lnRR","Lyte","no","no","no","no","control"
"2567",2567,"Lyte et al. 2022","Shannon","chow-stress","enviromental intervention","enviromental intervention","fecal",20,20,-0.012967799,0.000889759,"lnRR","Lyte","no","no","no","no","treatment"
"2568",2568,"Pizarro et al. 2021","Shannon","EtOH-Syn-T1","dietary intervention_mixed","dietary intervention","fecal",10,8,0.031391488,0.000401351,"lnRR","Pizarro","no","no","no","yes","treatment"
"2569",2569,"Pizarro et al. 2021","Shannon","EtOH-T1","dietary intervention_bad","dietary intervention","fecal",10,8,-0.046882691,0.001453541,"lnRR","Pizarro","no","no","no","yes","treatment"
